timestamp,survey_id,agent_id,city_id,collection_channel,gender,birth_date,arrival_date,district_id,engagement_feeling,media_source,social_media,messaging_app,agent_category,agent_type,influencers,relationship_cat1,relationship_cat2,relationship_cat3,relationship_cat4,meeting_place,opinion_share,opinion_change,engagement_wish,engagement_type,engagement_freq,engagement_score
2019/11/18 9:33:46 PM UTC+8,263,263,Taipei,Survey,Woman,1975-09-28,1975-09-28,,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... );g. Newspaper Industry (Professional Journalism)",a. Facebook;c. Youtube;d. Medium;e. LinkedIn;f. Instagram,a. Line;c. WeChat,3. Private Sector,"i. Independent Designer, Architect or Developer","f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise;i. Independent Designer, Architect or Developer;j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector;l. Individual Citizen",Neutral,Neutral,Neutral,Neutral,b. Global promotional events and forums;c. Innovation and startup support structure;g. Online (web forums and applications),3,4,b. No,a. Online Survey Studies,d. One hour a month,
2019/11/18 9:34:33 PM UTC+8,264,264,Taipei,Survey,Woman,1994-07-16,1994-07-16,Sōngshān/松山,5,"c. Word to mouth between friends, family and neighbors;g. Newspaper Industry (Professional Journalism);h. Radio;i. Television",c. Youtube;e. LinkedIn;f. Instagram,iMessage,3. Private Sector,l. Individual Citizen,b. Government (Local);e. Academic Research & University;f. Private Research & Innovation,Neutral,Pro (good relationship and mutual influence),Neutral,Neutral,g. Online (web forums and applications),3,4,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting",c. One hour a week,
2019/11/18 9:49:47 AM UTC+8,265,265,Taipei,Survey,Woman,1995-11-23,2016-01-10,Dà'ān/大安,6,d. Informational websites and Internet,a. Facebook;c. Youtube;e. LinkedIn;f. Instagram,a. Line;b. Whatsapp;c. WeChat;d. Slack,5. Media,"h. eCommerce, Startup, Small and Medium Enterprise",a. Government (National);b. Government (Local),Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),a. Neighborhood associations and district events;b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,4,4,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;e. Community Project Management",b. One hour a day,
2019/11/19 4:28:15 AM UTC+8,266,266,Taipei,Survey,Woman,1997-01-01,1997-01-01,Xìnyì/信義,6,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;e. Emails and Newsletters;g. Newspaper Industry (Professional Journalism);i. Television;j. City Council",a. Facebook;c. Youtube;f. Instagram,a. Line,"4. Civil Society, Social and Third Sector","h. eCommerce, Startup, Small and Medium Enterprise",l. Individual Citizen,Contrary (bad relationship and oppositions in decision-making),Neutral,Neutral,Neutral,g. Online (web forums and applications),4,2,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,c. One hour a week,
2019/11/19 5:29:27 PM UTC+8,267,267,Taipei,Survey,Woman,1997-09-02,1997-09-02,Sōngshān/松山,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);i. Television",a. Facebook;c. Youtube;e. LinkedIn;f. Instagram;Wechat,c. WeChat,"2. University Academics, Research & Innovation",l. Individual Citizen,a. Government (National);e. Academic Research & University;k. International NGOs and Third Sector;l. Individual Citizen,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral;Contrary (bad relationship and oppositions in decision-making),Pro (good relationship and mutual influence),a. Neighborhood associations and district events;g. Online (web forums and applications),2,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",d. One hour a month,
2019/11/19 8:52:16 PM UTC+8,268,268,Taipei,Survey,Woman,1992-01-22,2019-10-01,Nèihú/內湖,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;d. Medium;f. Instagram,a. Line;d. Slack,1. Governmental & Public Sector,"i. Independent Designer, Architect or Developer",a. Government (National);l. Individual Citizen,Neutral,Neutral,Neutral,Neutral,g. Online (web forums and applications),2,2,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",d. One hour a month,
2019/11/19 9:06:07 AM UTC+8,269,269,Taipei,Survey,Woman,1990-10-29,2990-06-01,ZhongHuo,7,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet",a. Facebook;b. Twitter;c. Youtube;e. LinkedIn;f. Instagram,a. Line;b. Whatsapp,5. Media,"h. eCommerce, Startup, Small and Medium Enterprise","h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Neutral,Neutral,Neutral,c. Innovation and startup support structure,4,4,a. Yes,a. Online Survey Studies;b. Participative Workshops,d. One hour a month,
2019/11/21 5:53:26 PM UTC+8,270,270,Taipei,Survey,Woman,1989-09-12,2019-11-01,New Taipei City,1,"e. Emails and Newsletters;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... );g. Newspaper Industry (Professional Journalism);j. City Council",a. Facebook;f. Instagram,Messanger,5. Media,"i. Independent Designer, Architect or Developer",k. International NGOs and Third Sector,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),a. Neighborhood associations and district events;c. Innovation and startup support structure,5,3,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",d. One hour a month,
2019/11/27 1:52:39 AM UTC+8,271,271,Taipei,Survey,Woman,1983-12-30,2006-06-01,Xìnyì/信義,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;i. Television",a. Facebook;e. LinkedIn;f. Instagram,a. Line;b. Whatsapp,3. Private Sector,l. Individual Citizen,a. Government (National);g. Corporate Company (IT or Construction Industry);k. International NGOs and Third Sector,Neutral,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),4,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",c. One hour a week,
2019/12/08 8:57:20 PM UTC+8,272,272,Taipei,Survey,Woman,2019-10-27,1997-01-01,Zhōngzhèng/中正,6,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;e. Emails and Newsletters;h. Radio",a. Facebook;c. Youtube;e. LinkedIn,a. Line;b. Whatsapp,1. Governmental & Public Sector,f. Private Research & Innovation,e. Academic Research & University;l. Individual Citizen,Neutral,Neutral,Neutral,Neutral,a. Neighborhood associations and district events;d. Business clusters and entrepreneurial ecosystems;f. City Council or other Governmental Deliberative Assemblies;g. Online (web forums and applications),4,3,a. Yes,a. Online Survey Studies,d. One hour a month,
2019/12/16 10:24:23 PM UTC+8,273,273,Taipei,Survey,Woman,1992-10-17,1998-01-01,Nèihú/內湖,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;i. Television",a. Facebook;e. LinkedIn;f. Instagram,a. Line;d. Slack,5. Media,l. Individual Citizen,"e. Academic Research & University;g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise;i. Independent Designer, Architect or Developer;l. Individual Citizen",Neutral,Neutral,Neutral,Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;g. Online (web forums and applications),2,3,a. Yes,a. Online Survey Studies;e. Community Project Management,d. One hour a month,
2019/12/17 4:34:01 PM UTC+8,274,274,Taipei,Survey,Woman,1988-11-13,2007-08-30,Zhōngshān/中山,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;e. LinkedIn;f. Instagram,a. Line;b. Whatsapp,3. Private Sector,l. Individual Citizen,"j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector",Neutral,Neutral,Neutral,Neutral,b. Global promotional events and forums;g. Online (web forums and applications),2,4,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application",b. One hour a day,
2020/02/17 1:44:32 PM UTC+3,275,275,Tel Aviv,Survey,Woman,1989-01-01,2012-01-01,לב העיר Lev HaIr,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... )",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp;d. Slack,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise","g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise;j. Grassroot Movement, Local Association and Non-Profit",Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),Neutral,a. Neighborhood associations and district events;b. Global promotional events and forums;c. Innovation and startup support structure;g. Online (web forums and applications),3,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting",c. One hour a week,
2020/02/19 4:22:06 PM UTC+3,276,276,Tel Aviv,Survey,Woman,1966-02-19,2010-02-19,,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;h. Radio;i. Television",b. Twitter;c. Youtube;e. LinkedIn,b. Whatsapp,3. Private Sector,l. Individual Citizen,f. Private Research & Innovation;g. Corporate Company (IT or Construction Industry);l. Individual Citizen,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,b. Global promotional events and forums;c. Innovation and startup support structure;g. Online (web forums and applications),4,4,a. Yes,a. Online Survey Studies;d. Mobile Voting Application,e. One hour a year,
2020/02/25 9:32:01 PM UTC+3,277,277,Tel Aviv,Survey,Woman,1992-05-21,2017-01-01,Neve Tzedek,6,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters;f. Print Communication (Books, Flyers, Independent Activist Newspapers ... )",a. Facebook;e. LinkedIn,b. Whatsapp;e. Telegram,"4. Civil Society, Social and Third Sector","j. Grassroot Movement, Local Association and Non-Profit",a. Government (National);b. Government (Local);c. Public Services,Contrary (bad relationship and oppositions in decision-making),Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),"e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);g. Online (web forums and applications)",5,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",d. One hour a month,
2020/03/01 5:02:45 PM UTC+3,278,278,Tel Aviv,Survey,Woman,1991-01-05,2015-01-01,רמת אביב א' Ramat Aviv Aleph,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism);h. Radio;i. Television",a. Facebook,b. Whatsapp,3. Private Sector,l. Individual Citizen,a. Government (National);b. Government (Local);e. Academic Research & University,Neutral,Neutral,Neutral,Neutral,g. Online (web forums and applications),3,2,b. No,d. Mobile Voting Application,e. One hour a year,
2020/03/01 7:30:57 PM UTC+3,279,279,Tel Aviv,Survey,Woman,1974-04-29,2010-02-01,לב העיר Lev HaIr,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;e. Emails and Newsletters",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,"4. Civil Society, Social and Third Sector",l. Individual Citizen,"h. eCommerce, Startup, Small and Medium Enterprise;k. International NGOs and Third Sector;l. Individual Citizen",Contrary (bad relationship and oppositions in decision-making),Neutral,Neutral,Neutral,b. Global promotional events and forums;c. Innovation and startup support structure,3,5,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
2020/03/02 12:23:48 AM UTC+3,280,280,Tel Aviv,Survey,Woman,1991-01-19,2013-10-02,פלורנטין Florentin,5,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;f. Instagram,b. Whatsapp,"4. Civil Society, Social and Third Sector","j. Grassroot Movement, Local Association and Non-Profit","a. Government (National);b. Government (Local);c. Public Services;j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector;l. Individual Citizen",Neutral,Neutral,Contrary (bad relationship and oppositions in decision-making),Pro (good relationship and mutual influence),g. Online (web forums and applications),2,3,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
2020/03/02 5:59:44 PM UTC+3,281,281,Tel Aviv,Survey,Woman,1980-08-15,2015-09-15,,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;e. LinkedIn,b. Whatsapp,"4. Civil Society, Social and Third Sector",f. Private Research & Innovation,b. Government (Local),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),a. Neighborhood associations and district events;b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;f. City Council or other Governmental Deliberative Assemblies;g. Online (web forums and applications),4,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
2020/03/02 7:11:01 AM UTC+3,282,282,Tel Aviv,Survey,Woman,1979-11-01,2006-07-07,לב העיר Lev HaIr,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;e. LinkedIn,c. WeChat;e. Telegram,"2. University Academics, Research & Innovation","i. Independent Designer, Architect or Developer",f. Private Research & Innovation,Contrary (bad relationship and oppositions in decision-making),Neutral,Neutral,Neutral,a. Neighborhood associations and district events;b. Global promotional events and forums;c. Innovation and startup support structure;g. Online (web forums and applications),3,2,a. Yes,d. Mobile Voting Application;e. Community Project Management,c. One hour a week,
2020/03/13 4:39:55 PM UTC+3,283,283,Tel Aviv,Survey,Woman,1984-11-15,2005-04-20,יד אליהו Yad Eliyahu,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet",a. Facebook;f. Instagram,b. Whatsapp;e. Telegram,3. Private Sector,f. Private Research & Innovation,"a. Government (National);b. Government (Local);c. Public Services;d. Financial and Founding Partner;g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise",Contrary (bad relationship and oppositions in decision-making),Neutral,Neutral,Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),2,4,a. Yes,a. Online Survey Studies;b. Participative Workshops;e. Community Project Management,c. One hour a week,
2020/03/15 12:27:49 PM UTC+3,284,284,Tel Aviv,Survey,Woman,1984-09-19,2017-03-10,Shapira,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism)",a. Facebook;e. LinkedIn,b. Whatsapp,"4. Civil Society, Social and Third Sector",k. International NGOs and Third Sector,k. International NGOs and Third Sector,Contrary (bad relationship and oppositions in decision-making),Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),b. Global promotional events and forums;c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems,3,3,a. Yes,b. Participative Workshops;e. Community Project Management,c. One hour a week,
2020/03/18 5:20:11 PM UTC+3,285,285,Tel Aviv,Survey,Woman,1992-10-15,2018-10-01,Neve Tzedek,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors",a. Facebook,b. Whatsapp,"2. University Academics, Research & Innovation",l. Individual Citizen,"j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector;l. Individual Citizen",Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),g. Online (web forums and applications),4,4,a. Yes,a. Online Survey Studies;e. Community Project Management,c. One hour a week,
2020/03/23 8:00:18 PM UTC+3,286,286,Tel Aviv,Survey,Woman,1991-06-09,2019-07-10,לב העיר Lev HaIr,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,g. Corporate Company (IT or Construction Industry),a. Government (National);c. Public Services;e. Academic Research & University,Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications),3,4,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;e. Community Project Management",d. One hour a month,
2020/03/26 10:41:54 PM UTC+3,287,287,Tel Aviv,Survey,Woman,1998-07-15,2017-09-01,יהודה המכבי Yehuda HaMaccabi,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors",a. Facebook,b. Whatsapp,"2. University Academics, Research & Innovation",e. Academic Research & University,a. Government (National),Neutral,Neutral,Neutral,Neutral,a. Neighborhood associations and district events,2,2,a. Yes,a. Online Survey Studies;b. Participative Workshops;d. Mobile Voting Application;e. Community Project Management,e. One hour a year,
2020/03/26 3:57:17 PM UTC+3,288,288,Tel Aviv,Survey,Woman,1991-01-01,2015-07-07,לב העיר Lev HaIr,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );i. Television",a. Facebook;c. Youtube;f. Instagram,b. Whatsapp,3. Private Sector,l. Individual Citizen,l. Individual Citizen,Neutral,Neutral,Neutral,Neutral,"e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);g. Online (web forums and applications)",5,3,a. Yes,a. Online Survey Studies;b. Participative Workshops,c. One hour a week,
2020/03/27 10:04:29 AM UTC+3,289,289,Tel Aviv,Survey,Woman,1994-07-09,2020-01-01,Rothschild Boulevard,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;g. Newspaper Industry (Professional Journalism)",a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,"4. Civil Society, Social and Third Sector",l. Individual Citizen,"h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Neutral,Neutral,Neutral,c. Innovation and startup support structure,3,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",d. One hour a month,
2020/03/30 6:16:32 PM UTC+3,290,290,Tel Aviv,Survey,Woman,1958-11-19,1979-07-26,מונטיפיורי Montefiore,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );d. Informational websites and Internet;e. Emails and Newsletters",a. Facebook;b. Twitter;f. Instagram,b. Whatsapp,"4. Civil Society, Social and Third Sector",l. Individual Citizen,l. Individual Citizen,Neutral,Neutral,Neutral,Pro (good relationship and mutual influence),"a. Neighborhood associations and district events;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas)",5,3,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
2020/06/01 2:27:44 PM UTC+3,291,291,Tallinn,Survey,Woman,1998-12-15,2019-08-24,Kristiine,4,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet",a. Facebook,b. Whatsapp,"4. Civil Society, Social and Third Sector",c. Public Services,c. Public Services,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence);Neutral,a. Neighborhood associations and district events;b. Global promotional events and forums;g. Online (web forums and applications),3,2,a. Yes,b. Participative Workshops;e. Community Project Management,c. One hour a week,
2020/06/01 8:42:51 PM UTC+3,292,292,Tallinn,Survey,Woman,1985-09-13,2018-08-24,Kristiine,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet",a. Facebook;c. Youtube;d. Medium;e. LinkedIn;g. Pinterest,b. Whatsapp,"4. Civil Society, Social and Third Sector",l. Individual Citizen,c. Public Services;e. Academic Research & University,Neutral,Neutral,Neutral,Neutral,No where,1,3,a. Yes,a. Online Survey Studies;b. Participative Workshops;e. Community Project Management,d. One hour a month,
2020/06/02 1:18:12 PM UTC+3,293,293,Tallinn,Survey,Woman,1989-07-26,2019-08-26,Kristiine,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );b. Messaging Applications (Line, WhatsApp, WeChat, Slack, Telegram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters",c. Youtube;d. Medium;e. LinkedIn;f. Instagram,b. Whatsapp,"2. University Academics, Research & Innovation",e. Academic Research & University,e. Academic Research & University;l. Individual Citizen,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),c. Innovation and startup support structure,2,4,a. Yes,a. Online Survey Studies;b. Participative Workshops;d. Mobile Voting Application,c. One hour a week,
2020/06/03 11:16:49 AM UTC+3,294,294,Tallinn,Survey,Woman,1981-08-08,2020-01-01,Põhja-Tallinn,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors",a. Facebook;e. LinkedIn,b. Whatsapp;d. Slack;e. Telegram,3. Private Sector,"h. eCommerce, Startup, Small and Medium Enterprise","a. Government (National);b. Government (Local);c. Public Services;g. Corporate Company (IT or Construction Industry);h. eCommerce, Startup, Small and Medium Enterprise;i. Independent Designer, Architect or Developer;l. Individual Citizen",Neutral,Neutral,Neutral,Neutral,c. Innovation and startup support structure,1,3,a. Yes,"a. Online Survey Studies;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",d. One hour a month,
2020/06/05 10:21:46 AM UTC+3,295,295,Tallinn,Survey,Woman,2020-06-05,2020-06-05,Kesklinn,7,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;h. Radio;i. Television",a. Facebook;f. Instagram,b. Whatsapp;e. Telegram,3. Private Sector,g. Corporate Company (IT or Construction Industry),"a. Government (National);b. Government (Local);c. Public Services;h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,d. Business clusters and entrepreneurial ecosystems;g. Online (web forums and applications);Friends of friends,5,3,b. No,a. Online Survey Studies;d. Mobile Voting Application,c. One hour a week,
2020/06/05 3:20:51 PM UTC+3,296,296,Tallinn,Survey,Woman,1977-07-19,2015-08-25,Haabersti,6,Work,a. Facebook;e. LinkedIn;f. Instagram,b. Whatsapp,3. Private Sector,g. Corporate Company (IT or Construction Industry),g. Corporate Company (IT or Construction Industry),Neutral,Neutral,Pro (good relationship and mutual influence),Neutral,b. Global promotional events and forums;d. Business clusters and entrepreneurial ecosystems,3,4,b. No,a. Online Survey Studies;d. Mobile Voting Application,d. One hour a month,
2020/06/07 8:40:31 PM UTC+3,297,297,Tallinn,Survey,Woman,1995-03-01,2015-01-01,Mustamäe,4,"c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;e. Emails and Newsletters;g. Newspaper Industry (Professional Journalism)",a. Facebook,b. Whatsapp;FB MEssenger,"2. University Academics, Research & Innovation",e. Academic Research & University,b. Government (Local);c. Public Services;e. Academic Research & University,Neutral,Pro (good relationship and mutual influence),Neutral,Pro (good relationship and mutual influence),a. Neighborhood associations and district events;g. Online (web forums and applications),3,3,a. Yes,b. Participative Workshops;e. Community Project Management,b. One hour a day,
2020/06/08 1:18:33 PM UTC+3,298,298,Tallinn,Survey,Woman,1995-11-01,2018-08-26,Kesklinn,1,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;g. Newspaper Industry (Professional Journalism);j. City Council",a. Facebook;c. Youtube;e. LinkedIn,b. Whatsapp;d. Slack,3. Private Sector,"j. Grassroot Movement, Local Association and Non-Profit","j. Grassroot Movement, Local Association and Non-Profit;k. International NGOs and Third Sector",Neutral,Neutral,Neutral,Neutral,g. Online (web forums and applications),4,3,a. Yes,d. Mobile Voting Application;e. Community Project Management,c. One hour a week,
2020/06/08 3:49:01 PM UTC+3,299,299,Tallinn,Survey,Woman,1991-12-03,2009-01-01,Põhja-Tallinn,2,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );d. Informational websites and Internet;h. Radio;i. Television;j. City Council",a. Facebook;e. LinkedIn,b. Whatsapp;d. Slack,1. Governmental & Public Sector,"h. eCommerce, Startup, Small and Medium Enterprise","a. Government (National);c. Public Services;h. eCommerce, Startup, Small and Medium Enterprise",Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,"c. Innovation and startup support structure;d. Business clusters and entrepreneurial ecosystems;e. Urban Infrastructure (Public Real-Estate, Transportation systems, Public Sport and Leisure areas);g. Online (web forums and applications)",5,5,a. Yes,d. Mobile Voting Application;e. Community Project Management,c. One hour a week,
2020/06/09 1:23:46 PM UTC+3,300,300,Tallinn,Survey,Woman,1994-05-08,2017-08-25,Kristiine,3,"a. Social Medias (Facebook, Twitter, Youtube, LinkedIn, Instagram ... );c. Word to mouth between friends, family and neighbors;d. Informational websites and Internet;h. Radio;i. Television",a. Facebook;c. Youtube;e. LinkedIn;f. Instagram,d. Slack;Fb messenger,3. Private Sector,g. Corporate Company (IT or Construction Industry),a. Government (National);b. Government (Local);c. Public Services;d. Financial and Founding Partner;g. Corporate Company (IT or Construction Industry),Neutral,Pro (good relationship and mutual influence),Pro (good relationship and mutual influence),Neutral,g. Online (web forums and applications),2,4,a. Yes,"a. Online Survey Studies;b. Participative Workshops;c. One-to-one Interviews by phone, webcall or meeting;d. Mobile Voting Application;e. Community Project Management",c. One hour a week,
